year,Value,Units,variable_code
2023,Level 4,CC321,Dollars
2023,Level 4,CC321,Dollars
2023,Level 4,CC321,Percentage
2023,Level 4,CC321,Percentage
2023,Level 4,CC321,Percentage
2023,Level 4,CC321,Percentage
2023,Level 4,CC321,Percentage
2023,Level 4,CC321,Percentage
2023,Level 3,CC41,H01
2023,Level 3,CC41,H02
2023,Level 3,CC41,H03
2023,Level 3,CC41,H05
2023,Level 3,CC41,H06
2023,Level 3,CC41,H07
2023,Level 3,CC41,H08
2023,Level 3,CC41,H09
2023,Level 3,CC41,H10
2023,Level 3,CC41,H11
2023,Level 3,CC41,H12
2023,Level 3,CC41,H13
2023,Level 3,CC41,H17
2023,Level 3,CC41,H18
2023,Level 3,CC41,H20
2023,Level 3,CC41,H21
2023,Level 3,CC41,H22
2023,Level 3,CC41,H23
2023,Level 3,CC41,H24
2023,Level 3,CC41,H25
2023,Level 3,CC41,H26
2023,Level 3,CC41,H27
2023,Level 3,CC41,H28
2023,Level 3,CC41,H29
2023,Level 3,CC41,H30
2023,Level 3,CC41,H31
2023,Level 3,CC41,H32
2023,Level 3,CC41,H33
2023,Level 3,CC41,H34
2023,Level 3,CC41,H35
2023,Level 3,CC41,H36
2023,Level 3,CC41,H37
2023,Level 3,CC41,H38
2023,Level 3,CC41,H39
2023,Level 3,CC41,H40
2023,Level 3,CC41,H41
2023,Level 4,CC411,H01
2023,Level 4,CC411,H02
2023,Level 4,CC411,H03
2023,Level 4,CC411,H05
2023,Level 4,CC411,H06
2023,Level 4,CC411,H07
2023,Level 4,CC411,H08
2023,Level 4,CC411,H09
2023,Level 4,CC411,H10
2023,Level 4,CC411,H11
2023,Level 4,CC411,H12
2023,Level 4,CC411,H13
2023,Level 4,CC411,H17
2023,Level 4,CC411,H18
2023,Level 4,CC411,H20
2023,Level 4,CC411,H21
2023,Level 4,CC411,H22
2023,Level 4,CC411,H23
2023,Level 4,CC411,H24
2023,Level 4,CC411,H25
2023,Level 4,CC411,H26
2023,Level 4,CC411,H27
2023,Level 4,CC411,H28
2023,Level 4,CC411,H29
2023,Level 4,CC411,H30
2023,Level 4,CC411,H31
2023,Level 4,CC411,H32
2023,Level 4,CC411,H33
2023,Level 4,CC411,H34
2023,Level 4,CC411,H35
2023,Level 4,CC411,H36
2023,Level 4,CC411,H37
2023,Level 4,CC411,H38
2023,Level 4,CC411,H39
2023,Level 4,CC411,H40
2023,Level 4,CC411,H41
2023,Level 3,CC51,H01
2023,Level 3,CC51,H02
2023,Level 3,CC51,H03
2023,Level 3,CC51,H05
2023,Level 3,CC51,H06
2023,Level 3,CC51,H07
2023,Level 3,CC51,H08
2023,Level 3,CC51,H09
2023,Level 3,CC51,H10
2023,Level 3,CC51,H11
2023,Level 3,CC51,H12
2023,Level 3,CC51,H13
2023,Level 3,CC51,H17
2023,Level 3,CC51,H18
2023,Level 3,CC51,H20
2023,Level 3,CC51,H21
2023,Level 3,CC51,H22
2023,Level 3,CC51,H23
2023,Level 3,CC51,H24
2023,Level 3,CC51,H25
2023,Level 3,CC51,H26
2023,Level 3,CC51,H27
2023,Level 3,CC51,H28
2023,Level 3,CC51,H29
2023,Level 3,CC51,H30
2023,Level 3,CC51,H31
2023,Level 3,CC51,H32
2023,Level 3,CC51,H33
2023,Level 3,CC51,H34
2023,Level 3,CC51,H35
2023,Level 3,CC51,H36
2023,Level 3,CC51,H37
2023,Level 3,CC51,H38
2023,Level 3,CC51,H39
2023,Level 3,CC51,H40
2023,Level 3,CC51,H41
2023,Level 4,CC511,H01
2023,Level 4,CC511,H02
2023,Level 4,CC511,H03
2023,Level 4,CC511,H05
2023,Level 4,CC511,H06
2023,Level 4,CC511,H07
2023,Level 4,CC511,H08
2023,Level 4,CC511,H09
2023,Level 4,CC511,H10
2023,Level 4,CC511,H11
2023,Level 4,CC511,H12
2023,Level 4,CC511,H13
2023,Level 4,CC511,H17
2023,Level 4,CC511,H18
2023,Level 4,CC511,H20
2023,Level 4,CC511,H21
2023,Level 4,CC511,H22
2023,Level 4,CC511,H23
2023,Level 4,CC511,H24
2023,Level 4,CC511,H25
2023,Level 4,CC511,H26
2023,Level 4,CC511,H27
2023,Level 4,CC511,H28
2023,Level 4,CC511,H29
2023,Level 4,CC511,H30
2023,Level 4,CC511,H31
2023,Level 4,CC511,H32
2023,Level 4,CC511,H33
2023,Level 4,CC511,H34
2023,Level 4,CC511,H35
2023,Level 4,CC511,H36
2023,Level 4,CC511,H37
2023,Level 4,CC511,H38
2023,Level 4,CC511,H39
2023,Level 4,CC511,H40
2023,Level 4,CC511,H41
2023,Level 3,CC52,H01
2023,Level 3,CC52,H02
2023,Level 3,CC52,H03
2023,Level 3,CC52,H05
2023,Level 3,CC52,H06
2023,Level 3,CC52,H07
2023,Level 3,CC52,H08
2023,Level 3,CC52,H09
2023,Level 3,CC52,H10
2023,Level 3,CC52,H11
2023,Level 3,CC52,H12
2023,Level 3,CC52,H13
2023,Level 3,CC52,H17
2023,Level 3,CC52,H18
2023,Level 3,CC52,H20
2023,Level 3,CC52,H21
2023,Level 3,CC52,H22
2023,Level 3,CC52,H23
2023,Level 3,CC52,H24
2023,Level 3,CC52,H25
2023,Level 3,CC52,H26
2023,Level 3,CC52,H27
2023,Level 3,CC52,H28
2023,Level 3,CC52,H29
2023,Level 3,CC52,H30
2023,Level 3,CC52,H31
2023,Level 3,CC52,H32
2023,Level 3,CC52,H33
2023,Level 3,CC52,H34
2023,Level 3,CC52,H35
2023,Level 3,CC52,H36
2023,Level 3,CC52,H37
2023,Level 3,CC52,H38
2023,Level 3,CC52,H39
2023,Level 3,CC52,H40
2023,Level 3,CC52,H41
2023,Level 4,CC521,H01
2023,Level 4,CC521,H04
2023,Level 4,CC521,H05
2023,Level 4,CC521,H06
2023,Level 4,CC521,H07
2023,Level 4,CC521,H08
2023,Level 4,CC521,H09
2023,Level 4,CC521,H10
2023,Level 4,CC521,H11
2023,Level 4,CC521,H12
2023,Level 4,CC521,H13
2023,Level 4,CC521,H19
2023,Level 4,CC521,H20
2023,Level 4,CC521,H21
2023,Level 4,CC521,H22
2023,Level 4,CC521,H23
2023,Level 4,CC521,H24
2023,Level 4,CC521,H25
2023,Level 4,CC521,H26
2023,Level 4,CC521,H27
2023,Level 4,CC521,H28
2023,Level 4,CC521,H29
2023,Level 4,CC521,H30
2023,Level 4,CC521,H31
2023,Level 4,CC521,H32
2023,Level 4,CC521,H33
2023,Level 4,CC521,H34
2023,Level 4,CC521,H35
2023,Level 4,CC521,H36
2023,Level 4,CC521,H37
2023,Level 4,CC521,H39
2023,Level 4,CC521,H40
2023,Level 4,CC521,H41
2023,Level 4,CC522,H01
2023,Level 4,CC522,H04
2023,Level 4,CC522,H05
2023,Level 4,CC522,H06
2023,Level 4,CC522,H07
2023,Level 4,CC522,H08
2023,Level 4,CC522,H09
2023,Level 4,CC522,H10
2023,Level 4,CC522,H11
2023,Level 4,CC522,H12
2023,Level 4,CC522,H13
2023,Level 4,CC522,H19
2023,Level 4,CC522,H20
2023,Level 4,CC522,H21
2023,Level 4,CC522,H22
2023,Level 4,CC522,H23
2023,Level 4,CC522,H24
2023,Level 4,CC522,H25
2023,Level 4,CC522,H26
2023,Level 4,CC522,H27
2023,Level 4,CC522,H28
2023,Level 4,CC522,H29
2023,Level 4,CC522,H30
2023,Level 4,CC522,H31
2023,Level 4,CC522,H32
2023,Level 4,CC522,H33
2023,Level 4,CC522,H34
2023,Level 4,CC522,H35
2023,Level 4,CC522,H36
2023,Level 4,CC522,H37
2023,Level 4,CC522,H39
2023,Level 4,CC522,H40
2023,Level 4,CC522,H41
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars (millions)
2023,Level 4,CC523,Dollars
2023,Level 4,CC523,Dollars
2023,Level 4,CC523,Percentage
2023,Level 4,CC523,Percentage
2023,Level 4,CC523,Percentage
2023,Level 4,CC523,Percentage
2023,Level 4,CC523,Percentage
2023,Level 4,CC523,Percentage
2023,Level 3,CC53,H01
2023,Level 3,CC53,H02
2023,Level 3,CC53,H03
2023,Level 3,CC53,H05
2023,Level 3,CC53,H06
2023,Level 3,CC53,H07
2023,Level 3,CC53,H08
2023,Level 3,CC53,H09
2023,Level 3,CC53,H10
2023,Level 3,CC53,H11
2023,Level 3,CC53,H12
2023,Level 3,CC53,H13
2023,Level 3,CC53,H17
2023,Level 3,CC53,H18
2023,Level 3,CC53,H20
2023,Level 3,CC53,H21
2023,Level 3,CC53,H22
2023,Level 3,CC53,H23
2023,Level 3,CC53,H24
2023,Level 3,CC53,H25
2023,Level 3,CC53,H26
2023,Level 3,CC53,H27
2023,Level 3,CC53,H28
2023,Level 3,CC53,H29
2023,Level 3,CC53,H30
2023,Level 3,CC53,H31
2023,Level 3,CC53,H32
2023,Level 3,CC53,H33
2023,Level 3,CC53,H34
2023,Level 3,CC53,H35
2023,Level 3,CC53,H36
2023,Level 3,CC53,H37
2023,Level 3,CC53,H38
2023,Level 3,CC53,H39
2023,Level 3,CC53,H40
2023,Level 3,CC53,H41
2023,Level 4,CC531,H01
2023,Level 4,CC531,H02
2023,Level 4,CC531,H03
2023,Level 4,CC531,H05
2023,Level 4,CC531,H06
2023,Level 4,CC531,H07
2023,Level 4,CC531,H08
2023,Level 4,CC531,H09
2023,Level 4,CC531,H10
2023,Level 4,CC531,H11
2023,Level 4,CC531,H12
2023,Level 4,CC531,H13
2023,Level 4,CC531,H17
2023,Level 4,CC531,H18
2023,Level 4,CC531,H20
2023,Level 4,CC531,H21
2023,Level 4,CC531,H22
2023,Level 4,CC531,H23
2023,Level 4,CC531,H24
2023,Level 4,CC531,H25
2023,Level 4,CC531,H26
2023,Level 4,CC531,H27
2023,Level 4,CC531,H28
2023,Level 4,CC531,H29
2023,Level 4,CC531,H30
2023,Level 4,CC531,H31
2023,Level 4,CC531,H32
2023,Level 4,CC531,H33
2023,Level 4,CC531,H34
2023,Level 4,CC531,H35
2023,Level 4,CC531,H36
2023,Level 4,CC531,H37
2023,Level 4,CC531,H38
2023,Level 4,CC531,H39
2023,Level 4,CC531,H40
2023,Level 4,CC531,H41
2023,Level 3,CC61,H01
2023,Level 3,CC61,H02
2023,Level 3,CC61,H03
2023,Level 3,CC61,H05
2023,Level 3,CC61,H06
2023,Level 3,CC61,H07
2023,Level 3,CC61,H08
2023,Level 3,CC61,H09
2023,Level 3,CC61,H10
2023,Level 3,CC61,H11
2023,Level 3,CC61,H12
2023,Level 3,CC61,H13
2023,Level 3,CC61,H17
2023,Level 3,CC61,H18
2023,Level 3,CC61,H20
2023,Level 3,CC61,H21
2023,Level 3,CC61,H22
2023,Level 3,CC61,H23
2023,Level 3,CC61,H24
2023,Level 3,CC61,H25
2023,Level 3,CC61,H26
2023,Level 3,CC61,H27
2023,Level 3,CC61,H28
2023,Level 3,CC61,H29
2023,Level 3,CC61,H30
2023,Level 3,CC61,H31
2023,Level 3,CC61,H32
2023,Level 3,CC61,H33
2023,Level 3,CC61,H34
2023,Level 3,CC61,H35
2023,Level 3,CC61,H36
2023,Level 3,CC61,H37
2023,Level 3,CC61,H38
2023,Level 3,CC61,H39
2023,Level 3,CC61,H40
2023,Level 3,CC61,H41
2023,Level 4,CC611,H01
2023,Level 4,CC611,H02
2023,Level 4,CC611,H03
2023,Level 4,CC611,H05
2023,Level 4,CC611,H06
2023,Level 4,CC611,H07
2023,Level 4,CC611,H08
2023,Level 4,CC611,H09
2023,Level 4,CC611,H10
2023,Level 4,CC611,H11
2023,Level 4,CC611,H12
2023,Level 4,CC611,H13
2023,Level 4,CC611,H17
2023,Level 4,CC611,H18
2023,Level 4,CC611,H20
2023,Level 4,CC611,H21
2023,Level 4,CC611,H22
2023,Level 4,CC611,H23
2023,Level 4,CC611,H24
2023,Level 4,CC611,H25
2023,Level 4,CC611,H26
2023,Level 4,CC611,H27
2023,Level 4,CC611,H28
2023,Level 4,CC611,H29
2023,Level 4,CC611,H30
2023,Level 4,CC611,H31
2023,Level 4,CC611,H32
2023,Level 4,CC611,H33
2023,Level 4,CC611,H34
2023,Level 4,CC611,H35
2023,Level 4,CC611,H36
2023,Level 4,CC611,H37
2023,Level 4,CC611,H38
2023,Level 4,CC611,H39
2023,Level 4,CC611,H40
2023,Level 4,CC611,H41
2023,Level 3,CC71,H01
2023,Level 3,CC71,H02
2023,Level 3,CC71,H03
2023,Level 3,CC71,H05
2023,Level 3,CC71,H06
2023,Level 3,CC71,H07
2023,Level 3,CC71,H08
2023,Level 3,CC71,H09
2023,Level 3,CC71,H10
2023,Level 3,CC71,H11
2023,Level 3,CC71,H12
2023,Level 3,CC71,H13
2023,Level 3,CC71,H17
2023,Level 3,CC71,H18
2023,Level 3,CC71,H20
2023,Level 3,CC71,H21
2023,Level 3,CC71,H22
2023,Level 3,CC71,H23
2023,Level 3,CC71,H24
2023,Level 3,CC71,H25
2023,Level 3,CC71,H26
2023,Level 3,CC71,H27
2023,Level 3,CC71,H28
2023,Level 3,CC71,H29
2023,Level 3,CC71,H30
2023,Level 3,CC71,H31
2023,Level 3,CC71,H32
2023,Level 3,CC71,H33
2023,Level 3,CC71,H34
2023,Level 3,CC71,H35
2023,Level 3,CC71,H36
2023,Level 3,CC71,H37
2023,Level 3,CC71,H38
2023,Level 3,CC71,H39
2023,Level 3,CC71,H40
2023,Level 3,CC71,H41
2023,Level 4,CC711,H01
2023,Level 4,CC711,H02
2023,Level 4,CC711,H03
2023,Level 4,CC711,H05
2023,Level 4,CC711,H06
2023,Level 4,CC711,H07
2023,Level 4,CC711,H08
2023,Level 4,CC711,H09
2023,Level 4,CC711,H10
2023,Level 4,CC711,H11
2023,Level 4,CC711,H12
2023,Level 4,CC711,H13
2023,Level 4,CC711,H17
2023,Level 4,CC711,H18
2023,Level 4,CC711,H20
2023,Level 4,CC711,H21
2023,Level 4,CC711,H22
2023,Level 4,CC711,H23
2023,Level 4,CC711,H24
2023,Level 4,CC711,H25
2023,Level 4,CC711,H26
2023,Level 4,CC711,H27
2023,Level 4,CC711,H28
2023,Level 4,CC711,H29
2023,Level 4,CC711,H30
2023,Level 4,CC711,H31
2023,Level 4,CC711,H32
2023,Level 4,CC711,H33
2023,Level 4,CC711,H34
2023,Level 4,CC711,H35
2023,Level 4,CC711,H36
2023,Level 4,CC711,H37
2023,Level 4,CC711,H38
2023,Level 4,CC711,H39
2023,Level 4,CC711,H40
2023,Level 4,CC711,H41
2023,Level 3,CC72,H01
2023,Level 3,CC72,H02
2023,Level 3,CC72,H03
2023,Level 3,CC72,H05
2023,Level 3,CC72,H06
2023,Level 3,CC72,H07
2023,Level 3,CC72,H08
2023,Level 3,CC72,H09
2023,Level 3,CC72,H10
2023,Level 3,CC72,H11
2023,Level 3,CC72,H12
2023,Level 3,CC72,H13
2023,Level 3,CC72,H17
2023,Level 3,CC72,H18
2023,Level 3,CC72,H20
2023,Level 3,CC72,H21
2023,Level 3,CC72,H22
2023,Level 3,CC72,H23
2023,Level 3,CC72,H24
2023,Level 3,CC72,H25
2023,Level 3,CC72,H26
2023,Level 3,CC72,H27
2023,Level 3,CC72,H28
2023,Level 3,CC72,H29
2023,Level 3,CC72,H30
2023,Level 3,CC72,H31
2023,Level 3,CC72,H32
2023,Level 3,CC72,H33
2023,Level 3,CC72,H34
2023,Level 3,CC72,H35
2023,Level 3,CC72,H36
2023,Level 3,CC72,H37
2023,Level 3,CC72,H38
2023,Level 3,CC72,H39
2023,Level 3,CC72,H40
2023,Level 3,CC72,H41
2023,Level 4,CC721,H01
2023,Level 4,CC721,H02
2023,Level 4,CC721,H03
2023,Level 4,CC721,H05
2023,Level 4,CC721,H06
2023,Level 4,CC721,H07
2023,Level 4,CC721,H08
2023,Level 4,CC721,H09
2023,Level 4,CC721,H10
2023,Level 4,CC721,H11
2023,Level 4,CC721,H12
2023,Level 4,CC721,H13
2023,Level 4,CC721,H17
2023,Level 4,CC721,H18
2023,Level 4,CC721,H20
2023,Level 4,CC721,H21
2023,Level 4,CC721,H22
2023,Level 4,CC721,H23
2023,Level 4,CC721,H24
2023,Level 4,CC721,H25
2023,Level 4,CC721,H26
2023,Level 4,CC721,H27
2023,Level 4,CC721,H28
2023,Level 4,CC721,H29
2023,Level 4,CC721,H30
2023,Level 4,CC721,H31
2023,Level 4,CC721,H32
2023,Level 4,CC721,H33
2023,Level 4,CC721,H34
2023,Level 4,CC721,H35
2023,Level 4,CC721,H36
2023,Level 4,CC721,H37
2023,Level 4,CC721,H38
2023,Level 4,CC721,H39
2023,Level 4,CC721,H40
2023,Level 4,CC721,H41
2023,Level 3,CC81,H01
2023,Level 3,CC81,H02
2023,Level 3,CC81,H03
2023,Level 3,CC81,H05
2023,Level 3,CC81,H06
2023,Level 3,CC81,H07
2023,Level 3,CC81,H08
2023,Level 3,CC81,H09
2023,Level 3,CC81,H10
2023,Level 3,CC81,H11
2023,Level 3,CC81,H12
2023,Level 3,CC81,H13
2023,Level 3,CC81,H17
2023,Level 3,CC81,H18
2023,Level 3,CC81,H20
2023,Level 3,CC81,H21
2023,Level 3,CC81,H22
2023,Level 3,CC81,H23
2023,Level 3,CC81,H24
2023,Level 3,CC81,H25
2023,Level 3,CC81,H26
2023,Level 3,CC81,H27
2023,Level 3,CC81,H28
2023,Level 3,CC81,H29
2023,Level 3,CC81,H30
2023,Level 3,CC81,H31
2023,Level 3,CC81,H32
2023,Level 3,CC81,H33
2023,Level 3,CC81,H34
2023,Level 3,CC81,H35
2023,Level 3,CC81,H36
2023,Level 3,CC81,H37
2023,Level 3,CC81,H38
2023,Level 3,CC81,H39
2023,Level 3,CC81,H40
2023,Level 3,CC81,H41
2023,Level 4,CC811,H01
2023,Level 4,CC811,H02
2023,Level 4,CC811,H03
2023,Level 4,CC811,H05
2023,Level 4,CC811,H06
2023,Level 4,CC811,H07
2023,Level 4,CC811,H08
2023,Level 4,CC811,H09
2023,Level 4,CC811,H10
2023,Level 4,CC811,H11
2023,Level 4,CC811,H12
2023,Level 4,CC811,H13
2023,Level 4,CC811,H17
2023,Level 4,CC811,H18
2023,Level 4,CC811,H20
2023,Level 4,CC811,H21
2023,Level 4,CC811,H22
2023,Level 4,CC811,H23
2023,Level 4,CC811,H24
2023,Level 4,CC811,H25
2023,Level 4,CC811,H26
2023,Level 4,CC811,H27
2023,Level 4,CC811,H28
2023,Level 4,CC811,H29
2023,Level 4,CC811,H30
2023,Level 4,CC811,H31
2023,Level 4,CC811,H32
2023,Level 4,CC811,H33
2023,Level 4,CC811,H34
2023,Level 4,CC811,H35
2023,Level 4,CC811,H36
2023,Level 4,CC811,H37
2023,Level 4,CC811,H38
2023,Level 4,CC811,H39
2023,Level 4,CC811,H40
2023,Level 4,CC811,H41
2023,Level 3,CC82,H01
2023,Level 3,CC82,H02
2023,Level 3,CC82,H03
2023,Level 3,CC82,H05
2023,Level 3,CC82,H06
2023,Level 3,CC82,H07
2023,Level 3,CC82,H08
2023,Level 3,CC82,H09
2023,Level 3,CC82,H10
2023,Level 3,CC82,H11
2023,Level 3,CC82,H12
2023,Level 3,CC82,H13
2023,Level 3,CC82,H17
2023,Level 3,CC82,H18
2023,Level 3,CC82,H20
2023,Level 3,CC82,H21
2023,Level 3,CC82,H22
2023,Level 3,CC82,H23
2023,Level 3,CC82,H24
2023,Level 3,CC82,H25
2023,Level 3,CC82,H26
2023,Level 3,CC82,H27
2023,Level 3,CC82,H28
2023,Level 3,CC82,H29
2023,Level 3,CC82,H30
2023,Level 3,CC82,H31
2023,Level 3,CC82,H32
2023,Level 3,CC82,H33
2023,Level 3,CC82,H34
2023,Level 3,CC82,H35
2023,Level 3,CC82,H36
2023,Level 3,CC82,H37
2023,Level 3,CC82,H38
2023,Level 3,CC82,H39
2023,Level 3,CC82,H40
2023,Level 3,CC82,H41
2023,Level 4,CC821,H01
2023,Level 4,CC821,H02
2023,Level 4,CC821,H03
2023,Level 4,CC821,H05
2023,Level 4,CC821,H06
2023,Level 4,CC821,H07
2023,Level 4,CC821,H08
2023,Level 4,CC821,H09
2023,Level 4,CC821,H10
2023,Level 4,CC821,H11
2023,Level 4,CC821,H12
2023,Level 4,CC821,H13
2023,Level 4,CC821,H17
2023,Level 4,CC821,H18
2023,Level 4,CC821,H20
2023,Level 4,CC821,H21
2023,Level 4,CC821,H22
2023,Level 4,CC821,H23
2023,Level 4,CC821,H24
2023,Level 4,CC821,H25
2023,Level 4,CC821,H26
2023,Level 4,CC821,H27
2023,Level 4,CC821,H28
2023,Level 4,CC821,H29
2023,Level 4,CC821,H30
2023,Level 4,CC821,H31
2023,Level 4,CC821,H32
2023,Level 4,CC821,H33
2023,Level 4,CC821,H34
2023,Level 4,CC821,H35
2023,Level 4,CC821,H36
2023,Level 4,CC821,H37
2023,Level 4,CC821,H38
2023,Level 4,CC821,H39
2023,Level 4,CC821,H40
2023,Level 4,CC821,H41
2023,Level 4,CC822,H01
2023,Level 4,CC822,H02
2023,Level 4,CC822,H03
2023,Level 4,CC822,H05
2023,Level 4,CC822,H06
2023,Level 4,CC822,H07
2023,Level 4,CC822,H08
2023,Level 4,CC822,H09
2023,Level 4,CC822,H10
2023,Level 4,CC822,H11
2023,Level 4,CC822,H12
2023,Level 4,CC822,H13
2023,Level 4,CC822,H17
2023,Level 4,CC822,H18
2023,Level 4,CC822,H20
2023,Level 4,CC822,H21
2023,Level 4,CC822,H22
2023,Level 4,CC822,H23
2023,Level 4,CC822,H24
2023,Level 4,CC822,H25
2023,Level 4,CC822,H26
2023,Level 4,CC822,H27
2023,Level 4,CC822,H28
2023,Level 4,CC822,H29
2023,Level 4,CC822,H30
2023,Level 4,CC822,H31
2023,Level 4,CC822,H32
2023,Level 4,CC822,H33
2023,Level 4,CC822,H34
2023,Level 4,CC822,H35
2023,Level 4,CC822,H36
2023,Level 4,CC822,H37
2023,Level 4,CC822,H38
2023,Level 4,CC822,H39
2023,Level 4,CC822,H40
2023,Level 4,CC822,H41
2023,Level 3,CC91,H01
2023,Level 3,CC91,H02
2023,Level 3,CC91,H03
2023,Level 3,CC91,H05
2023,Level 3,CC91,H06
2023,Level 3,CC91,H07
2023,Level 3,CC91,H08
2023,Level 3,CC91,H09
2023,Level 3,CC91,H10
2023,Level 3,CC91,H11
2023,Level 3,CC91,H12
2023,Level 3,CC91,H13
2023,Level 3,CC91,H17
2023,Level 3,CC91,H18
2023,Level 3,CC91,H20
2023,Level 3,CC91,H21
2023,Level 3,CC91,H22
2023,Level 3,CC91,H23
2023,Level 3,CC91,H24
2023,Level 3,CC91,H25
2023,Level 3,CC91,H26
2023,Level 3,CC91,H27
2023,Level 3,CC91,H28
2023,Level 3,CC91,H29
2023,Level 3,CC91,H30
2023,Level 3,CC91,H31
2023,Level 3,CC91,H32
2023,Level 3,CC91,H33
2023,Level 3,CC91,H34
2023,Level 3,CC91,H35
2023,Level 3,CC91,H36
2023,Level 3,CC91,H37
2023,Level 3,CC91,H38
2023,Level 3,CC91,H39
2023,Level 3,CC91,H40
2023,Level 3,CC91,H41
2023,Level 4,CC911,H01
2023,Level 4,CC911,H02
2023,Level 4,CC911,H03
2023,Level 4,CC911,H05
2023,Level 4,CC911,H06
2023,Level 4,CC911,H07
2023,Level 4,CC911,H08
2023,Level 4,CC911,H09
2023,Level 4,CC911,H10
2023,Level 4,CC911,H11
2023,Level 4,CC911,H12
2023,Level 4,CC911,H13
2023,Level 4,CC911,H17
2023,Level 4,CC911,H18
2023,Level 4,CC911,H20
2023,Level 4,CC911,H21
2023,Level 4,CC911,H22
2023,Level 4,CC911,H23
2023,Level 4,CC911,H24
2023,Level 4,CC911,H25
2023,Level 4,CC911,H26
2023,Level 4,CC911,H27
2023,Level 4,CC911,H28
2023,Level 4,CC911,H29
2023,Level 4,CC911,H30
2023,Level 4,CC911,H31
2023,Level 4,CC911,H32
2023,Level 4,CC911,H33
2023,Level 4,CC911,H34
2023,Level 4,CC911,H35
2023,Level 4,CC911,H36
2023,Level 4,CC911,H37
2023,Level 4,CC911,H38
2023,Level 4,CC911,H39
2023,Level 4,CC911,H40
2023,Level 4,CC911,H41
2023,Level 4,CC912,H01
2023,Level 4,CC912,H02
2023,Level 4,CC912,H03
2023,Level 4,CC912,H05
2023,Level 4,CC912,H06
2023,Level 4,CC912,H07
2023,Level 4,CC912,H08
2023,Level 4,CC912,H09
2023,Level 4,CC912,H10
2023,Level 4,CC912,H11
2023,Level 4,CC912,H12
2023,Level 4,CC912,H13
2023,Level 4,CC912,H17
2023,Level 4,CC912,H18
2023,Level 4,CC912,H20
2023,Level 4,CC912,H21
2023,Level 4,CC912,H22
2023,Level 4,CC912,H23
2023,Level 4,CC912,H24
2023,Level 4,CC912,H25
2023,Level 4,CC912,H26
2023,Level 4,CC912,H27
2023,Level 4,CC912,H28
2023,Level 4,CC912,H29
2023,Level 4,CC912,H30
2023,Level 4,CC912,H31
2023,Level 4,CC912,H32
2023,Level 4,CC912,H33
2023,Level 4,CC912,H34
2023,Level 4,CC912,H35
2023,Level 4,CC912,H36
2023,Level 4,CC912,H37
2023,Level 4,CC912,H38
2023,Level 4,CC912,H39
2023,Level 4,CC912,H40
2023,Level 4,CC912,H41
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 1,DD, Water and Waste Services"
2023,Level 3,DD11,H01
2023,Level 3,DD11,H04
2023,Level 3,DD11,H05
2023,Level 3,DD11,H06
2023,Level 3,DD11,H07
2023,Level 3,DD11,H08
